CustomerID,Age,Gender,Segment,NPS,account_age_days,age_group,nps_category,total_purchase_value,total_frequency,product_diversity,Plan,subscription_duration_days,subscription_age_days,is_active,last_interaction_date,total_interactions,total_late_payments,payment_count,late_payment_rate,payment_risk_score,PageViews,TimeSpent(minutes),engagement_ratio,engagement_intensity,total_actions,add_to_cart_count,search_count,click_count,unique_pages,cart_conversion_rate,search_intensity,page_diversity,Logins,frequency_score,engagement_score,avg_rating,avg_comment_length,sentiment_score,is_negative,is_positive,emails_sent,emails_opened,emails_clicked,open_rate,click_rate,click_through_rate,marketing_engagement,ChurnLabel,Recency,Frequency,Monetary,r_score,f_score,m_score,rfm_score,rfm_segment,Gender_Female,Gender_Male,Segment_Segment A,Segment_Segment B,Segment_Segment C,nps_category_Detractor,nps_category_Passive,nps_category_Promoter,days_since_last_interaction
1011,18,Male,Segment C,0,506,3,Detractor,2516.3199999999997,22,5,2689.6225463743676,498,704,0,2022-11-07,32,65,3,16.25,1056.25,50,33,0.6470588235294118,1650,8,3,4,1,5,0.3333333333333333,0.4444444444444444,0.5555555555555556,4,4,16,4.0,121.0,0.8,0,1,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,1,53,88,2516.3199999999997,3,1,3,7,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,53
1012,60,Male,Segment C,0,549,2,Detractor,1698.06,2,2,2905.6960032626425,143,886,0,2022-10-24,18,10,3,2.5,25.0,94,3,0.031578947368421054,282,38,16,14,8,14,0.41025641025641024,0.358974358974359,0.358974358974359,15,1,15,4.0,92.0,0.8,0,1,4,4,4,0.8,0.8,0.8,0.6400000000000001,1,67,30,1698.06,3,1,2,6,3,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,67
1013,54,Male,Segment C,2,1406,2,Detractor,2393.79,25,5,2720.9656097560974,622,1111,0,2022-12-02,55,72,3,18.0,1296.0,67,7,0.10294117647058823,469,11,4,3,4,8,0.3333333333333333,0.25,0.6666666666666666,16,4,64,3.0,70.0,0.6,0,0,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,1,28,400,2393.79,4,3,3,10,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,28
1014,45,Female,Segment C,8,623,1,Passive,1866.89,13,4,2760.524358974359,445,764,0,2022-10-01,18,9,3,2.25,20.25,85,29,0.3372093023255814,2465,22,13,3,6,11,0.5652173913043478,0.13043478260869565,0.4782608695652174,9,4,36,3.0,27.0,0.6,0,0,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0,90,117,1866.89,3,2,2,7,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,90
1015,29,Male,Segment C,1,688,0,Detractor,4430.099999999999,43,9,2760.524358974359,421,891,0,2022-09-24,41,64,3,16.0,1024.0,57,4,0.06896551724137931,228,15,5,4,6,10,0.3125,0.25,0.625,9,4,36,1.0,124.0,0.2,1,0,9,9,9,0.9,0.9,0.9,0.81,1,97,387,4430.099999999999,2,3,5,10,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,97
1016,57,Female,Segment A,6,792,2,Detractor,3453.99,49,7,2832.731828298887,882,1312,0,2022-12-24,14,7,3,1.75,12.25,36,81,2.189189189189189,2916,38,12,13,13,13,0.3076923076923077,0.3333333333333333,0.3333333333333333,23,1,23,4.0,43.0,0.8,0,1,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,1,6,1127,3453.99,5,5,4,14,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6
1017,18,Male,Segment B,1,884,3,Detractor,3697.75,58,9,2859.17713622291,407,1149,0,2022-12-14,12,9,3,2.25,20.25,35,87,2.4166666666666665,3045,5,1,2,2,4,0.16666666666666666,0.3333333333333333,0.6666666666666666,28,30,840,1.0,90.0,0.2,1,0,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,0,16,1624,3697.75,5,5,4,14,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16
1018,18,Female,Segment B,2,145,3,Detractor,4349.68,35,8,2859.7781433224754,296,1147,0,2022-12-18,42,70,3,17.5,1225.0,15,11,0.6875,165,4,2,0,2,4,0.4,0.0,0.8,15,30,450,1.0,137.0,0.2,1,0,3,3,3,0.75,0.75,0.75,0.5625,1,12,525,4349.68,5,4,5,14,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12
1019,29,Female,Segment B,1,549,0,Detractor,901.76,14,2,2824.68776096823,368,1092,0,2022-12-07,50,80,3,20.0,1600.0,91,31,0.33695652173913043,2821,39,19,10,10,11,0.475,0.25,0.275,26,4,104,2.0,115.0,0.4,1,0,9,9,9,0.9,0.9,0.9,0.81,1,23,364,901.76,4,3,1,8,4,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23
1020,43,Female,Segment B,6,1022,1,Detractor,5416.46,39,8,2648.6417537942666,530,1149,0,2022-09-27,4,11,3,2.75,30.25,70,67,0.9436619718309859,4690,31,9,9,13,14,0.28125,0.28125,0.4375,25,4,100,2.0,80.0,0.4,1,0,4,4,4,0.8,0.8,0.8,0.6400000000000001,0,94,975,5416.46,2,5,5,12,2,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,94
1021,67,Female,Segment B,8,958,2,Passive,1816.37,28,5,2714.759176470588,41,90,0,2022-10-27,6,11,3,2.75,30.25,35,14,0.3888888888888889,490,6,2,2,2,3,0.2857142857142857,0.2857142857142857,0.42857142857142855,17,30,510,5.0,69.0,1.0,0,1,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,0,64,476,1816.37,3,4,2,9,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,64
1022,66,Male,Segment C,7,1284,2,Passive,3422.9300000000003,28,5,2824.68776096823,912,1423,0,2022-07-11,13,6,3,1.5,9.0,49,8,0.16,392,50,19,18,13,13,0.37254901960784315,0.35294117647058826,0.2549019607843137,24,1,24,5.0,22.0,1.0,0,1,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,0,172,672,3422.9300000000003,2,4,4,10,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,172
1023,31,Male,Segment B,8,1039,0,Passive,2572.53,29,5,2761.3344992295843,132,278,0,2022-09-09,12,10,3,2.5,25.0,63,21,0.328125,1323,12,5,4,3,7,0.38461538461538464,0.3076923076923077,0.5384615384615384,19,30,570,1.0,79.0,0.2,1,0,10,10,10,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8264462809917354,0,112,551,2572.53,2,4,3,9,4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,112
1024,48,Male,Segment C,0,76,1,Detractor,5375.54,63,10,2718.572922824302,165,1018,0,2021-02-09,5,74,3,18.5,1369.0,52,24,0.4528301886792453,1248,1,0,0,1,1,0.0,0.0,0.5,30,4,120,5.0,138.0,1.0,0,1,10,10,10,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8264462809917354,1,689,1890,5375.54,1,5,5,11,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,689
1025,18,Female,Segment C,3,1350,3,Detractor,5345.02,40,8,2832.731828298887,584,1263,0,2022-10-10,14,7,3,1.75,12.25,35,1,0.027777777777777776,35,7,2,3,2,6,0.25,0.375,0.75,18,1,18,5.0,76.0,1.0,0,1,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,0,81,720,5345.02,3,4,5,12,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,81
1026,23,Female,Segment A,2,851,3,Detractor,4696.3,46,10,2723.1385667752443,1038,1196,0,2022-10-31,27,60,3,15.0,900.0,34,11,0.3142857142857143,374,17,9,3,5,9,0.5,0.16666666666666666,0.5,30,1,30,5.0,58.0,1.0,0,1,7,7,7,0.875,0.875,0.875,0.765625,1,60,1380,4696.3,3,5,5,13,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,60
1027,30,Female,Segment A,6,82,0,Detractor,1194.55,16,2,2859.17713622291,190,212,0,2022-01-09,8,7,3,1.75,12.25,8,43,4.777777777777778,344,31,5,15,11,13,0.15625,0.46875,0.40625,7,1,7,3.0,135.0,0.6,0,0,1,1,1,0.5,0.5,0.5,0.25,0,355,112,1194.55,1,2,2,5,3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,355
1028,54,Male,Segment C,1,286,2,Detractor,980.23,18,2,2850.765112903226,1034,1280,0,2022-08-07,4,53,3,13.25,702.25,36,17,0.4594594594594595,612,2,0,0,2,2,0.0,0.0,0.6666666666666666,3,30,90,2.0,56.0,0.4,1,0,4,4,4,0.8,0.8,0.8,0.6400000000000001,1,145,54,980.23,2,1,1,4,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,145
1029,57,Male,Segment B,2,530,2,Detractor,3671.85,36,6,2699.5260949464014,1350,1410,0,2022-11-14,53,59,3,14.75,870.25,76,16,0.2077922077922078,1216,50,21,16,13,14,0.4117647058823529,0.3137254901960784,0.27450980392156865,1,30,30,1.0,52.0,0.2,1,0,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,1,46,36,3671.85,3,1,4,8,4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,46
1030,67,Male,Segment A,2,640,2,Detractor,760.37,9,2,2699.5260949464014,871,906,0,2022-09-06,18,73,3,18.25,1332.25,52,23,0.4339622641509434,1196,25,8,8,9,12,0.3076923076923077,0.3076923076923077,0.46153846153846156,16,4,64,2.0,117.0,0.4,1,0,1,1,1,0.5,0.5,0.5,0.25,1,115,144,760.37,2,2,1,5,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,115
1031,63,Male,Segment B,6,1058,2,Detractor,5188.62,70,10,2824.68776096823,310,902,0,2022-12-13,3,12,3,3.0,36.0,6,32,4.571428571428571,192,23,6,10,7,11,0.25,0.4166666666666667,0.4583333333333333,13,30,390,1.0,171.0,0.2,1,0,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,0,17,910,5188.62,5,5,5,15,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,17
1032,52,Male,Segment B,4,1163,2,Detractor,473.03,10,1,2816.218536977492,16,45,0,2022-11-03,17,7,3,1.75,12.25,22,48,2.0869565217391304,1056,44,20,11,13,13,0.4444444444444444,0.24444444444444444,0.28888888888888886,21,1,21,3.0,92.0,0.6,0,0,9,9,9,0.9,0.9,0.9,0.81,0,57,210,473.03,3,2,1,6,3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,57
1033,70,Male,Segment C,9,249,2,Promoter,3615.75,26,6,2761.3344992295843,1024,1108,0,2022-12-06,10,10,3,2.5,25.0,58,69,1.1694915254237288,4002,17,6,7,4,11,0.3333333333333333,0.3888888888888889,0.6111111111111112,18,4,72,1.0,63.0,0.2,1,0,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,0,24,468,3615.75,4,3,4,11,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24
1034,41,Female,Segment B,7,818,1,Passive,5715.45,67,10,2816.218536977492,91,103,0,2022-09-14,12,7,3,1.75,12.25,34,50,1.4285714285714286,1700,1,1,0,0,1,0.5,0.0,0.5,26,30,780,4.0,128.0,0.8,0,1,4,4,4,0.8,0.8,0.8,0.6400000000000001,0,107,1742,5715.45,2,5,5,12,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,107
1035,54,Female,Segment C,6,940,2,Detractor,3392.69,45,7,2816.218536977492,270,288,0,2022-08-05,2,3,3,0.75,2.25,71,40,0.5555555555555556,2840,22,9,8,5,12,0.391304347826087,0.34782608695652173,0.5217391304347826,27,1,27,5.0,150.0,1.0,0,1,10,10,10,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8264462809917354,0,147,1215,3392.69,2,5,4,11,2,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,147
1036,67,Female,Segment C,2,353,2,Detractor,1896.72,19,3,2832.731828298887,113,910,0,2020-11-04,4,34,3,8.5,289.0,31,9,0.28125,279,19,7,1,11,10,0.35,0.05,0.5,15,30,450,3.0,144.0,0.6,0,0,7,7,7,0.875,0.875,0.875,0.765625,1,786,285,1896.72,1,3,2,6,3,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,786
1037,19,Male,Segment B,0,244,3,Detractor,349.12,7,1,2689.6225463743676,101,129,0,2022-09-01,11,71,3,17.75,1260.25,98,35,0.35353535353535354,3430,46,18,16,12,13,0.3829787234042553,0.3404255319148936,0.2765957446808511,6,4,24,4.0,150.0,0.8,0,1,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,1,120,42,349.12,2,1,1,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,120
1038,21,Male,Segment B,9,647,3,Promoter,1990.09,20,4,2720.9656097560974,5,1052,0,2022-11-14,9,7,3,1.75,12.25,2,30,10.0,60,12,4,3,5,9,0.3076923076923077,0.23076923076923078,0.6923076923076923,11,30,330,5.0,37.0,1.0,0,1,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,0,46,220,1990.09,3,2,2,7,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,46
1039,34,Female,Segment A,0,933,0,Detractor,480.02,1,1,2664.971951219512,267,428,0,2022-12-27,52,60,3,15.0,900.0,57,2,0.034482758620689655,114,3,1,2,0,1,0.25,0.5,0.25,21,4,84,3.0,75.0,0.6,0,0,7,7,7,0.875,0.875,0.875,0.765625,1,3,21,480.02,5,1,1,7,4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3
1040,69,Female,Segment B,7,979,2,Passive,2972.39,20,5,2760.524358974359,355,365,0,2022-12-05,7,5,3,1.25,6.25,77,24,0.3076923076923077,1848,37,12,11,14,13,0.3157894736842105,0.2894736842105263,0.34210526315789475,25,4,100,1.0,41.0,0.2,1,0,10,10,10,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8264462809917354,0,25,500,2972.39,4,4,3,11,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,25
1041,24,Male,Segment C,0,154,3,Detractor,1320.32,23,4,2816.218536977492,88,1392,0,2022-11-29,25,55,3,13.75,756.25,20,27,1.2857142857142858,540,12,4,4,4,9,0.3076923076923077,0.3076923076923077,0.6923076923076923,1,30,30,4.0,84.0,0.8,0,1,9,9,9,0.9,0.9,0.9,0.81,1,31,23,1320.32,4,1,2,7,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,31
1042,43,Female,Segment A,0,1033,1,Detractor,2802.43,30,5,2859.17713622291,498,1075,0,2022-12-21,15,8,3,2.0,16.0,9,64,6.4,576,14,4,5,5,9,0.26666666666666666,0.3333333333333333,0.6,12,4,48,1.0,98.0,0.2,1,0,8,8,8,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7901234567901234,0,9,360,2802.43,5,3,3,11,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9
1043,32,Male,Segment C,1,537,0,Detractor,1738.69,22,4,2722.5928129829986,126,298,0,2022-10-17,11,49,3,12.25,600.25,38,18,0.46153846153846156,684,45,11,22,12,12,0.2391304347826087,0.4782608695652174,0.2608695652173913,30,4,120,2.0,76.0,0.4,1,0,4,4,4,0.8,0.8,0.8,0.6400000000000001,1,74,660,1738.69,3,4,2,9,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,74
1044,67,Male,Segment C,2,512,2,Detractor,2611.8,38,6,2664.971951219512,20,243,0,2022-11-28,26,57,3,14.25,812.25,68,10,0.14492753623188406,680,44,26,11,7,12,0.5777777777777777,0.24444444444444444,0.26666666666666666,12,1,12,3.0,56.0,0.6,0,0,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,1,32,456,2611.8,4,3,3,10,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,32
1045,54,Female,Segment C,8,1088,2,Passive,784.73,12,2,2824.68776096823,38,136,0,2022-10-10,2,7,3,1.75,12.25,98,15,0.15151515151515152,1470,3,0,1,2,3,0.0,0.25,0.75,25,1,25,4.0,127.0,0.8,0,1,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,0,81,300,784.73,3,3,1,7,4,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,81
1046,65,Female,Segment B,9,718,2,Promoter,5105.95,40,8,2718.572922824302,401,1020,0,2022-11-11,18,10,3,2.5,25.0,3,83,20.75,249,1,0,1,0,1,0.0,0.5,0.5,26,4,104,1.0,105.0,0.2,1,0,7,7,7,0.875,0.875,0.875,0.765625,0,49,1040,5105.95,3,5,5,13,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,49
1047,36,Male,Segment C,3,220,1,Detractor,944.04,3,1,2859.17713622291,22,428,0,2022-12-30,27,63,3,15.75,992.25,91,6,0.06521739130434782,546,45,15,19,11,14,0.32608695652173914,0.41304347826086957,0.30434782608695654,21,30,630,1.0,127.0,0.2,1,0,4,4,4,0.8,0.8,0.8,0.6400000000000001,1,0,63,944.04,5,1,1,7,4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1048,63,Male,Segment C,1,107,2,Detractor,4105.29,40,8,2850.765112903226,256,541,0,2022-06-12,7,40,3,10.0,400.0,65,28,0.42424242424242425,1820,6,4,0,2,4,0.5714285714285714,0.0,0.5714285714285714,26,4,104,4.0,119.0,0.8,0,1,8,8,8,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7901234567901234,1,201,1040,4105.29,2,5,4,11,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,201
1049,30,Female,Segment A,4,745,0,Detractor,4800.7,40,9,2859.7781433224754,979,1136,0,2022-12-11,19,5,3,1.25,6.25,40,77,1.8780487804878048,3080,21,10,7,4,12,0.45454545454545453,0.3181818181818182,0.5454545454545454,23,4,92,4.0,96.0,0.8,0,1,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,0,19,920,4800.7,4,5,5,14,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19
1050,36,Female,Segment A,0,958,1,Detractor,4955.93,41,9,2850.765112903226,334,657,0,2022-12-16,39,79,3,19.75,1560.25,97,26,0.2653061224489796,2522,49,21,13,15,14,0.42,0.26,0.28,14,1,14,4.0,157.0,0.8,0,1,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,1,14,574,4955.93,5,4,5,14,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14
1051,23,Male,Segment B,0,858,3,Detractor,1774.84,18,3,2699.5260949464014,200,229,0,2021-11-30,4,72,3,18.0,1296.0,22,18,0.782608695652174,396,40,15,9,16,13,0.36585365853658536,0.21951219512195122,0.3170731707317073,4,4,16,5.0,122.0,1.0,0,1,6,6,6,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7346938775510203,1,395,72,1774.84,1,1,2,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,395
1052,62,Male,Segment A,4,839,2,Detractor,4452.82,67,10,2859.17713622291,636,1106,0,2022-12-20,18,9,3,2.25,20.25,53,93,1.7222222222222223,4929,29,4,14,11,13,0.13333333333333333,0.4666666666666667,0.43333333333333335,20,1,20,3.0,103.0,0.6,0,0,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,0,10,1340,4452.82,5,5,5,15,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10
1053,67,Male,Segment A,3,333,2,Detractor,2804.3,28,4,2720.9656097560974,432,1209,0,2022-12-30,57,72,3,18.0,1296.0,8,25,2.7777777777777777,200,27,11,10,6,13,0.39285714285714285,0.35714285714285715,0.4642857142857143,18,1,18,3.0,116.0,0.6,0,0,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,1,0,504,2804.3,5,4,3,12,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
1054,24,Female,Segment C,0,415,3,Detractor,3629.58,34,7,2828.649426229508,968,1194,0,2022-08-12,4,5,3,1.25,6.25,48,15,0.30612244897959184,720,44,15,13,16,14,0.3333333333333333,0.28888888888888886,0.3111111111111111,5,1,5,1.0,62.0,0.2,1,0,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,0,140,170,3629.58,2,2,4,8,4,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,140
1055,53,Female,Segment A,1,838,2,Detractor,5669.23,55,10,2859.17713622291,24,405,0,2022-10-22,54,59,3,14.75,870.25,54,13,0.23636363636363636,702,32,11,12,9,11,0.3333333333333333,0.36363636363636365,0.3333333333333333,9,30,270,5.0,68.0,1.0,0,1,8,8,8,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7901234567901234,1,69,495,5669.23,3,4,5,12,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,69
1056,35,Female,Segment A,4,1283,0,Detractor,2960.46,35,8,2699.5260949464014,356,905,0,2022-11-30,18,7,3,1.75,12.25,36,73,1.972972972972973,2628,34,14,9,11,12,0.4,0.2571428571428571,0.34285714285714286,28,4,112,3.0,152.0,0.6,0,0,5,5,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6944444444444445,0,30,980,2960.46,4,5,3,12,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,30
1057,70,Male,Segment B,0,463,2,Detractor,1610.74,20,4,2761.3344992295843,96,134,0,2022-05-03,2,8,3,2.0,16.0,49,87,1.74,4263,50,16,18,16,14,0.3137254901960784,0.35294117647058826,0.27450980392156865,2,1,2,3.0,109.0,0.6,0,0,10,10,10,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8264462809917354,0,241,40,1610.74,1,1,2,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,241
